institute,branch,seat_type,gender,or,cr,year,course,course_id,total_seats
Indian Institute  of Technology Patna,"B.Tech (Metallurgical and Materials Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",OPEN,neutral,15577,16530,2026,"Indian Institute  of Technology Patna_B.Tech (Metallurgical and Materials Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",357,18500.0
Indian Institute  of Technology Patna,"BS in Economics with MBA (IIM Bodh Gaya) (5 Years, Bachelor of Science and MBA (Dual Degree))",OPEN,neutral,10729,16048,2026,"Indian Institute  of Technology Patna_BS in Economics with MBA (IIM Bodh Gaya) (5 Years, Bachelor of Science and MBA (Dual Degree))",358,18500.0
Indian Institute  of Technology Patna,"Economics (4 Years, Bachelor of Science)",OPEN,neutral,7598,15568,2026,"Indian Institute  of Technology Patna_Economics (4 Years, Bachelor of Science)",359,18500.0
Indian Institute  of Technology Roorkee,"Energy Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,3321,4714,2026,"Indian Institute  of Technology Roorkee_Energy Engineering (4 Years, Bachelor of Technology)",360,18500.0
Indian Institute  of Technology (ISM) Dhanbad,"Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN,neutral,2297,3832,2026,"Indian Institute  of Technology (ISM) Dhanbad_Mathematics and Computing (4 Years, Bachelor of Technology)",361,18500.0
Indian Institute of Technology Bhilai,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,7464,9826,2026,"Indian Institute of Technology Bhilai_Electronics and Communication Engineering (4 Years, Bachelor of Technology)",362,18500.0
Indian Institute  of Technology Tirupati,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,neutral,10165,13165,2026,"Indian Institute  of Technology Tirupati_Engineering Physics (4 Years, Bachelor of Technology)",363,18500.0
Indian Institute of Technology Dharwad,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,9720,12081,2026,"Indian Institute of Technology Dharwad_Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",364,18500.0
Indian Institute  of Technology Bhubaneswar,"Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN,neutral,4174,4708,2026,"Indian Institute  of Technology Bhubaneswar_Mathematics and Computing (4 Years, Bachelor of Technology)",375,
Indian Institute  of Technology Bombay,"Applied Geophysics (4 Years, Bachelor of Science)",OPEN,neutral,6087,8343,2026,"Indian Institute  of Technology Bombay_Applied Geophysics (4 Years, Bachelor of Science)",376,
Indian Institute  of Technology Mandi,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",OPEN,neutral,3221,3928,2026,"Indian Institute  of Technology Mandi_Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",377,
Indian Institute  of Technology Delhi,"Abu Dhabi Campus - Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,5200,5712,2026,"Indian Institute  of Technology Delhi_Abu Dhabi Campus - Chemical Engineering (4 Years, Bachelor of Technology)",378,
Indian Institute  of Technology Delhi,"Abu Dhabi Campus - Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1291,1761,2026,"Indian Institute  of Technology Delhi_Abu Dhabi Campus - Computer Science and Engineering (4 Years, Bachelor of Technology)",379,
Indian Institute  of Technology Delhi,"Abu Dhabi Campus - Energy Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,4661,5590,2026,"Indian Institute  of Technology Delhi_Abu Dhabi Campus - Energy Engineering (4 Years, Bachelor of Technology)",380,
Indian Institute  of Technology Delhi,"Chemistry (4 Years, Bachelor of Science)",OPEN,neutral,6267,8528,2026,"Indian Institute  of Technology Delhi_Chemistry (4 Years, Bachelor of Science)",381,
Indian Institute  of Technology Delhi,"Design (4 Years, Bachelor of Technology)",OPEN,neutral,7813,12217,2026,"Indian Institute  of Technology Delhi_Design (4 Years, Bachelor of Technology)",382,
Indian Institute  of Technology Indore,"Space Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,5679,7419,2026,"Indian Institute  of Technology Indore_Space Science and Engineering (4 Years, Bachelor of Technology)",383,
Indian Institute  of Technology Jodhpur,"Electronics Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,4392,6228,2026,"Indian Institute  of Technology Jodhpur_Electronics Engineering (4 Years, Bachelor of Technology)",384,
Indian Institute  of Technology Madras,"Computational Engineering and Mechanics (4 Years, Bachelor of Technology)",OPEN,neutral,597,1309,2026,"Indian Institute  of Technology Madras_Computational Engineering and Mechanics (4 Years, Bachelor of Technology)",385,
Indian Institute  of Technology Madras,"Instrumentation and Biomedical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,2733,4366,2026,"Indian Institute  of Technology Madras_Instrumentation and Biomedical Engineering (4 Years, Bachelor of Technology)",386,
Indian Institute  of Technology Madras,"Physics (4 Years, Bachelor of Science)",OPEN,neutral,1642,3804,2026,"Indian Institute  of Technology Madras_Physics (4 Years, Bachelor of Science)",387,
Indian Institute  of Technology (ISM) Dhanbad,"B.Tech Mining Engineering and MBA in Logistic and Supply Chain Management (IIM Mumbai) (5 Years, Integrated B. Tech. and MBA)",OPEN,neutral,11910,16770,2026,"Indian Institute  of Technology (ISM) Dhanbad_B.Tech Mining Engineering and MBA in Logistic and Supply Chain Management (IIM Mumbai) (5 Years, Integrated B. Tech. and MBA)",388,
Indian Institute  of Technology (ISM) Dhanbad,"Chemical  Science (5 Years, Integrated Bachelor of Science-Master of Science)",OPEN,neutral,16394,18334,2026,"Indian Institute  of Technology (ISM) Dhanbad_Chemical  Science (5 Years, Integrated Bachelor of Science-Master of Science)",389,
Indian Institute  of Technology (ISM) Dhanbad,"Physical Science (5 Years, Integrated Bachelor of Science-Master of Science)",OPEN,neutral,15891,18368,2026,"Indian Institute  of Technology (ISM) Dhanbad_Physical Science (5 Years, Integrated Bachelor of Science-Master of Science)",390,
Indian Institute  of Technology Ropar,"Digital Agriculture (4 Years, Bachelor of Technology)",OPEN,neutral,11311,14480,2026,"Indian Institute  of Technology Ropar_Digital Agriculture (4 Years, Bachelor of Technology)",391,
Indian Institute  of Technology Ropar,"Electrical Engineering (Integrated Circuit Design and Technology) (4 Years, Bachelor of Technology)",OPEN,neutral,4759,5527,2026,"Indian Institute  of Technology Ropar_Electrical Engineering (Integrated Circuit Design and Technology) (4 Years, Bachelor of Technology)",392,
Indian Institute  of Technology (BHU) Varanasi,"Biochemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,11390,13255,2026,"Indian Institute  of Technology (BHU) Varanasi_Biochemical Engineering (4 Years, Bachelor of Technology)",393,
Indian Institute  of Technology (BHU) Varanasi,"Bioengineering (4 Years, Bachelor of Technology)",OPEN,neutral,11380,12759,2026,"Indian Institute  of Technology (BHU) Varanasi_Bioengineering (4 Years, Bachelor of Technology)",394,
Indian Institute  of Technology (BHU) Varanasi,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,neutral,5457,8441,2026,"Indian Institute  of Technology (BHU) Varanasi_Engineering Physics (4 Years, Bachelor of Technology)",395,
Indian Institute  of Technology (BHU) Varanasi,"Industrial Chemistry (4 Years, Bachelor of Technology)",OPEN,neutral,9815,12721,2026,"Indian Institute  of Technology (BHU) Varanasi_Industrial Chemistry (4 Years, Bachelor of Technology)",396,
Indian Institute  of Technology (BHU) Varanasi,"Materials Science and Technology (4 Years, Bachelor of Technology)",OPEN,neutral,7517,10851,2026,"Indian Institute  of Technology (BHU) Varanasi_Materials Science and Technology (4 Years, Bachelor of Technology)",397,
Indian Institute  of Technology (BHU) Varanasi,"Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN,neutral,1481,1924,2026,"Indian Institute  of Technology (BHU) Varanasi_Mathematics and Computing (4 Years, Bachelor of Technology)",398,
Indian Institute of Technology Jammu,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,neutral,13029,15917,2026,"Indian Institute of Technology Jammu_Engineering Physics (4 Years, Bachelor of Technology)",399,
