institute,branch,seat_type,gender,or,cr,year,course,course_id
Indian Institute  of Technology (BHU) Varanasi,"Ceramic Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,10504,12154,2024,"Indian Institute  of Technology (BHU) Varanasi_Ceramic Engineering (4 Years, Bachelor of Technology)",184
Indian Institute  of Technology (BHU) Varanasi,"Ceramic Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,12260,13931,2024,"Indian Institute  of Technology (BHU) Varanasi_Ceramic Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",185
Indian Institute  of Technology (BHU) Varanasi,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,5715,7757,2024,"Indian Institute  of Technology (BHU) Varanasi_Chemical Engineering (4 Years, Bachelor of Technology)",186
Indian Institute  of Technology (BHU) Varanasi,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,7809,9339,2024,"Indian Institute  of Technology (BHU) Varanasi_Civil Engineering (4 Years, Bachelor of Technology)",187
Indian Institute  of Technology (BHU) Varanasi,"Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,8533,10583,2024,"Indian Institute  of Technology (BHU) Varanasi_Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",263
Indian Institute  of Technology (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,667,1071,2024,"Indian Institute  of Technology (BHU) Varanasi_Computer Science and Engineering (4 Years, Bachelor of Technology)",189
Indian Institute  of Technology (BHU) Varanasi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,1120,1510,2024,"Indian Institute  of Technology (BHU) Varanasi_Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",190
Indian Institute  of Technology (BHU) Varanasi,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,2852,3608,2024,"Indian Institute  of Technology (BHU) Varanasi_Electrical Engineering (4 Years, Bachelor of Technology)",191
Indian Institute  of Technology (BHU) Varanasi,"Electrical Engineering with M.Tech. in Power Electronics (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,3826,4619,2024,"Indian Institute  of Technology (BHU) Varanasi_Electrical Engineering with M.Tech. in Power Electronics (5 Years, Bachelor and Master of Technology (Dual Degree))",192
Indian Institute  of Technology (BHU) Varanasi,"Electronics Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,2110,2826,2024,"Indian Institute  of Technology (BHU) Varanasi_Electronics Engineering (4 Years, Bachelor of Technology)",193
Indian Institute  of Technology (BHU) Varanasi,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,6196,7764,2024,"Indian Institute  of Technology (BHU) Varanasi_Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",264
Indian Institute  of Technology (BHU) Varanasi,"Industrial Chemistry (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,10813,12317,2024,"Indian Institute  of Technology (BHU) Varanasi_Industrial Chemistry (5 Years, Bachelor and Master of Technology (Dual Degree))",265
Indian Institute  of Technology (BHU) Varanasi,"Materials Science and Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,8540,12524,2024,"Indian Institute  of Technology (BHU) Varanasi_Materials Science and Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",196
Indian Institute  of Technology (BHU) Varanasi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,1538,2154,2024,"Indian Institute  of Technology (BHU) Varanasi_Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",266
Indian Institute  of Technology (BHU) Varanasi,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,4029,6596,2024,"Indian Institute  of Technology (BHU) Varanasi_Mechanical Engineering (4 Years, Bachelor of Technology)",198
Indian Institute  of Technology (BHU) Varanasi,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,6689,7497,2024,"Indian Institute  of Technology (BHU) Varanasi_Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",199
Indian Institute  of Technology (BHU) Varanasi,"Metallurgical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,7717,10740,2024,"Indian Institute  of Technology (BHU) Varanasi_Metallurgical Engineering (4 Years, Bachelor of Technology)",200
Indian Institute  of Technology (BHU) Varanasi,"Metallurgical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,10791,11530,2024,"Indian Institute  of Technology (BHU) Varanasi_Metallurgical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",201
Indian Institute  of Technology (BHU) Varanasi,"Mining Engineering  (4 Years, Bachelor of Technology)",OPEN,neutral,10803,12876,2024,"Indian Institute  of Technology (BHU) Varanasi_Mining Engineering  (4 Years, Bachelor of Technology)",202
Indian Institute  of Technology (BHU) Varanasi,"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,12958,14557,2024,"Indian Institute  of Technology (BHU) Varanasi_Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",203
Indian Institute  of Technology (BHU) Varanasi,"Pharmaceutical Engineering & Technology (4 Years, Bachelor of Technology)",OPEN,neutral,11311,13562,2024,"Indian Institute  of Technology (BHU) Varanasi_Pharmaceutical Engineering & Technology (4 Years, Bachelor of Technology)",267
Indian Institute  of Technology (BHU) Varanasi,"Pharmaceutical Engineering & Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,13669,14463,2024,"Indian Institute  of Technology (BHU) Varanasi_Pharmaceutical Engineering & Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",268
Indian Institute  of Technology Guwahati,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",OPEN,neutral,7410,9178,2024,"Indian Institute  of Technology Guwahati_Biosciences and Bioengineering (4 Years, Bachelor of Technology)",298
Indian Institute  of Technology Guwahati,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,4618,5363,2024,"Indian Institute  of Technology Guwahati_Chemical Engineering (4 Years, Bachelor of Technology)",207
Indian Institute  of Technology Guwahati,"Chemical Science and Technology (4 Years, Bachelor of Technology)",OPEN,neutral,5443,6834,2024,"Indian Institute  of Technology Guwahati_Chemical Science and Technology (4 Years, Bachelor of Technology)",208
Indian Institute  of Technology Guwahati,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,5869,7670,2024,"Indian Institute  of Technology Guwahati_Civil Engineering (4 Years, Bachelor of Technology)",209
Indian Institute  of Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,466,623,2024,"Indian Institute  of Technology Guwahati_Computer Science and Engineering (4 Years, Bachelor of Technology)",210
Indian Institute  of Technology Guwahati,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",OPEN,neutral,829,995,2024,"Indian Institute  of Technology Guwahati_Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",320
Indian Institute  of Technology Guwahati,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1462,1658,2024,"Indian Institute  of Technology Guwahati_Electronics and Communication Engineering (4 Years, Bachelor of Technology)",211
Indian Institute  of Technology Guwahati,"Electronics and Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1686,2217,2024,"Indian Institute  of Technology Guwahati_Electronics and Electrical Engineering (4 Years, Bachelor of Technology)",212
Indian Institute  of Technology Guwahati,"Energy Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,4960,5920,2024,"Indian Institute  of Technology Guwahati_Energy Engineering (4 Years, Bachelor of Technology)",330
Indian Institute  of Technology Guwahati,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,neutral,4302,5686,2024,"Indian Institute  of Technology Guwahati_Engineering Physics (4 Years, Bachelor of Technology)",213
Indian Institute  of Technology Guwahati,"Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN,neutral,722,1021,2024,"Indian Institute  of Technology Guwahati_Mathematics and Computing (4 Years, Bachelor of Technology)",214
Indian Institute  of Technology Guwahati,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,3130,4523,2024,"Indian Institute  of Technology Guwahati_Mechanical Engineering (4 Years, Bachelor of Technology)",215
Indian Institute of Technology Bhilai,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,3471,6516,2024,"Indian Institute of Technology Bhilai_Computer Science and Engineering (4 Years, Bachelor of Technology)",216
Indian Institute of Technology Bhilai,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",OPEN,neutral,6043,7570,2024,"Indian Institute of Technology Bhilai_Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",299
Indian Institute of Technology Bhilai,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,7987,10709,2024,"Indian Institute of Technology Bhilai_Electrical Engineering (4 Years, Bachelor of Technology)",217
Indian Institute of Technology Bhilai,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,8375,9472,2024,"Indian Institute of Technology Bhilai_Electronics and Communication Engineering (4 Years, Bachelor of Technology)",388
Indian Institute of Technology Bhilai,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,15066,15871,2024,"Indian Institute of Technology Bhilai_Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",366
Indian Institute of Technology Bhilai,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,11065,13137,2024,"Indian Institute of Technology Bhilai_Mechanical Engineering (4 Years, Bachelor of Technology)",218
Indian Institute of Technology Bhilai,"Mechatronics Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,8535,10843,2024,"Indian Institute of Technology Bhilai_Mechatronics Engineering (4 Years, Bachelor of Technology)",331
Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,4070,5371,2024,"Indian Institute of Technology Goa_Computer Science and Engineering (4 Years, Bachelor of Technology)",219
Indian Institute of Technology Goa,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,7765,9603,2024,"Indian Institute of Technology Goa_Electrical Engineering (4 Years, Bachelor of Technology)",220
Indian Institute of Technology Goa,"Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN,neutral,4928,6685,2024,"Indian Institute of Technology Goa_Mathematics and Computing (4 Years, Bachelor of Technology)",288
Indian Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,10277,12066,2024,"Indian Institute of Technology Goa_Mechanical Engineering (4 Years, Bachelor of Technology)",221
Indian Institute  of Technology Palakkad,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,12874,15812,2024,"Indian Institute  of Technology Palakkad_Civil Engineering (4 Years, Bachelor of Technology)",222
Indian Institute  of Technology Palakkad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,4837,6199,2024,"Indian Institute  of Technology Palakkad_Computer Science and Engineering (4 Years, Bachelor of Technology)",223
Indian Institute  of Technology Palakkad,"Data Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,6267,8084,2024,"Indian Institute  of Technology Palakkad_Data Science and Engineering (4 Years, Bachelor of Technology)",332
Indian Institute  of Technology Palakkad,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,8381,9625,2024,"Indian Institute  of Technology Palakkad_Electrical Engineering (4 Years, Bachelor of Technology)",224
Indian Institute  of Technology Palakkad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,10901,12540,2024,"Indian Institute  of Technology Palakkad_Mechanical Engineering (4 Years, Bachelor of Technology)",225
Indian Institute  of Technology Tirupati,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,12624,14341,2024,"Indian Institute  of Technology Tirupati_Chemical Engineering (4 Years, Bachelor of Technology)",274
Indian Institute  of Technology Tirupati,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,11383,15429,2024,"Indian Institute  of Technology Tirupati_Civil Engineering (4 Years, Bachelor of Technology)",226
Indian Institute  of Technology Tirupati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1915,5024,2024,"Indian Institute  of Technology Tirupati_Computer Science and Engineering (4 Years, Bachelor of Technology)",227
Indian Institute  of Technology Tirupati,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,6236,8816,2024,"Indian Institute  of Technology Tirupati_Electrical Engineering (4 Years, Bachelor of Technology)",228
Indian Institute  of Technology Tirupati,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,neutral,9589,12605,2024,"Indian Institute  of Technology Tirupati_Engineering Physics (4 Years, Bachelor of Technology)",389
Indian Institute  of Technology Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,9340,11509,2024,"Indian Institute  of Technology Tirupati_Mechanical Engineering (4 Years, Bachelor of Technology)",229
Indian Institute of Technology Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,12943,15048,2024,"Indian Institute of Technology Jammu_Chemical Engineering (4 Years, Bachelor of Technology)",275
Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,11454,15583,2024,"Indian Institute of Technology Jammu_Civil Engineering (4 Years, Bachelor of Technology)",269
Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,3412,6310,2024,"Indian Institute of Technology Jammu_Computer Science and Engineering (4 Years, Bachelor of Technology)",230
Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,7727,10005,2024,"Indian Institute of Technology Jammu_Electrical Engineering (4 Years, Bachelor of Technology)",231
Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,14903,16439,2024,"Indian Institute of Technology Jammu_Materials Engineering (4 Years, Bachelor of Technology)",333
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN,neutral,6555,7956,2024,"Indian Institute of Technology Jammu_Mathematics and Computing (4 Years, Bachelor of Technology)",367
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,10912,12483,2024,"Indian Institute of Technology Jammu_Mechanical Engineering (4 Years, Bachelor of Technology)",232
Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,14948,15739,2024,"Indian Institute of Technology Dharwad_Chemical and Biochemical Engineering (4 Years, Bachelor of Technology)",334
Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,14375,15945,2024,"Indian Institute of Technology Dharwad_Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",335
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,3482,6375,2024,"Indian Institute of Technology Dharwad_Computer Science and Engineering (4 Years, Bachelor of Technology)",233
Indian Institute of Technology Dharwad,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,7796,9778,2024,"Indian Institute of Technology Dharwad_Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",390
Indian Institute of Technology Dharwad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,4752,8772,2024,"Indian Institute of Technology Dharwad_Electronics and Communication Engineering (4 Years, Bachelor of Technology)",391
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,neutral,10655,12851,2024,"Indian Institute of Technology Dharwad_Engineering Physics (4 Years, Bachelor of Technology)",321
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OPEN,neutral,9258,16968,2024,"Indian Institute of Technology Dharwad_Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",336
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN,neutral,4677,7381,2024,"Indian Institute of Technology Dharwad_Mathematics and Computing (4 Years, Bachelor of Technology)",337
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,10317,13435,2024,"Indian Institute of Technology Dharwad_Mechanical Engineering (4 Years, Bachelor of Technology)",235
Indian Institute  of Technology Bhubaneswar,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,10922,16156,2025,"Indian Institute  of Technology Bhubaneswar_Civil Engineering (4 Years, Bachelor of Technology)",1
Indian Institute  of Technology Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,2344,4162,2025,"Indian Institute  of Technology Bhubaneswar_Computer Science and Engineering (4 Years, Bachelor of Technology)",4
Indian Institute  of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,5974,8165,2025,"Indian Institute  of Technology Bhubaneswar_Electrical Engineering (4 Years, Bachelor of Technology)",5
Indian Institute  of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,3873,5885,2025,"Indian Institute  of Technology Bhubaneswar_Electronics and Communication Engineering (4 Years, Bachelor of Technology)",6
Indian Institute  of Technology Bhubaneswar,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,neutral,9525,12466,2025,"Indian Institute  of Technology Bhubaneswar_Engineering Physics (4 Years, Bachelor of Technology)",368
Indian Institute  of Technology Bhubaneswar,"Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN,neutral,4174,4708,2025,"Indian Institute  of Technology Bhubaneswar_Mathematics and Computing (4 Years, Bachelor of Technology)",392
Indian Institute  of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,7759,11678,2025,"Indian Institute  of Technology Bhubaneswar_Mechanical Engineering (4 Years, Bachelor of Technology)",7
Indian Institute  of Technology Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,11591,16268,2025,"Indian Institute  of Technology Bhubaneswar_Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",10
Indian Institute  of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1195,2361,2025,"Indian Institute  of Technology Bombay_Aerospace Engineering (4 Years, Bachelor of Technology)",11
Indian Institute  of Technology Bombay,"Applied Geophysics (4 Years, Bachelor of Science)",OPEN,neutral,6087,8343,2025,"Indian Institute  of Technology Bombay_Applied Geophysics (4 Years, Bachelor of Science)",393
Indian Institute  of Technology Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",OPEN,neutral,753,1067,2025,"Indian Institute  of Technology Bombay_BS in Mathematics (4 Years, Bachelor of Science)",270
Indian Institute  of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,601,2464,2025,"Indian Institute  of Technology Bombay_Chemical Engineering (4 Years, Bachelor of Technology)",12
Indian Institute  of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",OPEN,neutral,3133,7228,2025,"Indian Institute  of Technology Bombay_Chemistry (4 Years, Bachelor of Science)",13
Indian Institute  of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,2666,4250,2025,"Indian Institute  of Technology Bombay_Civil Engineering (4 Years, Bachelor of Technology)",14
Indian Institute  of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1,66,2025,"Indian Institute  of Technology Bombay_Computer Science and Engineering (4 Years, Bachelor of Technology)",15
Indian Institute  of Technology Bombay,"Economics (4 Years, Bachelor of Science)",OPEN,neutral,1531,2372,2025,"Indian Institute  of Technology Bombay_Economics (4 Years, Bachelor of Science)",241
Indian Institute  of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,106,433,2025,"Indian Institute  of Technology Bombay_Electrical Engineering (4 Years, Bachelor of Technology)",16
Indian Institute  of Technology Bombay,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,470,841,2025,"Indian Institute  of Technology Bombay_Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",277
Indian Institute  of Technology Bombay,"Energy Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1810,2584,2025,"Indian Institute  of Technology Bombay_Energy Engineering (4 Years, Bachelor of Technology)",322
Indian Institute  of Technology Bombay,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,neutral,122,1539,2025,"Indian Institute  of Technology Bombay_Engineering Physics (4 Years, Bachelor of Technology)",20
Indian Institute  of Technology Bombay,"Environmental Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,3143,4777,2025,"Indian Institute  of Technology Bombay_Environmental Science and Engineering (4 Years, Bachelor of Technology)",338
Indian Institute  of Technology Bombay,"Industrial Engineering and Operations Research (4 Years, Bachelor of Technology)",OPEN,neutral,264,1273,2025,"Indian Institute  of Technology Bombay_Industrial Engineering and Operations Research (4 Years, Bachelor of Technology)",369
Indian Institute  of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,490,1834,2025,"Indian Institute  of Technology Bombay_Mechanical Engineering (4 Years, Bachelor of Technology)",22
Indian Institute  of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",OPEN,neutral,2712,4345,2025,"Indian Institute  of Technology Bombay_Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",24
Indian Institute  of Technology Mandi,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,8480,11034,2025,"Indian Institute  of Technology Mandi_B.Tech in General Engineering (4 Years, Bachelor of Technology)",339
Indian Institute  of Technology Mandi,"B.Tech in Materials Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,12260,14368,2025,"Indian Institute  of Technology Mandi_B.Tech in Materials Science and Engineering (4 Years, Bachelor of Technology)",340
Indian Institute  of Technology Mandi,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN,neutral,3945,4285,2025,"Indian Institute  of Technology Mandi_B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",341
Indian Institute  of Technology Mandi,"B.Tech in Microelectronics & VLSI (4 Years, Bachelor of Technology)",OPEN,neutral,4593,6166,2025,"Indian Institute  of Technology Mandi_B.Tech in Microelectronics & VLSI (4 Years, Bachelor of Technology)",342
Indian Institute  of Technology Mandi,"Bio Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,12646,14879,2025,"Indian Institute  of Technology Mandi_Bio Engineering (4 Years, Bachelor of Technology)",343
Indian Institute  of Technology Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",OPEN,neutral,13425,17491,2025,"Indian Institute  of Technology Mandi_BS in Chemical Sciences (4 Years, Bachelor of Science)",344
Indian Institute  of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,10954,14274,2025,"Indian Institute  of Technology Mandi_Civil Engineering (4 Years, Bachelor of Technology)",27
Indian Institute  of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,2096,3123,2025,"Indian Institute  of Technology Mandi_Computer Science and Engineering (4 Years, Bachelor of Technology)",28
Indian Institute  of Technology Mandi,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",OPEN,neutral,3221,3928,2025,"Indian Institute  of Technology Mandi_Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",394
Indian Institute  of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,5136,7590,2025,"Indian Institute  of Technology Mandi_Electrical Engineering (4 Years, Bachelor of Technology)",29
Indian Institute  of Technology Mandi,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,neutral,8831,12110,2025,"Indian Institute  of Technology Mandi_Engineering Physics (4 Years, Bachelor of Technology)",281
Indian Institute  of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,8023,10267,2025,"Indian Institute  of Technology Mandi_Mechanical Engineering (4 Years, Bachelor of Technology)",30
Indian Institute  of Technology Delhi,"Abu Dhabi Campus - Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,5200,5712,2025,"Indian Institute  of Technology Delhi_Abu Dhabi Campus - Chemical Engineering (4 Years, Bachelor of Technology)",395
Indian Institute  of Technology Delhi,"Abu Dhabi Campus - Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1291,1761,2025,"Indian Institute  of Technology Delhi_Abu Dhabi Campus - Computer Science and Engineering (4 Years, Bachelor of Technology)",396
Indian Institute  of Technology Delhi,"Abu Dhabi Campus - Energy Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,4661,5590,2025,"Indian Institute  of Technology Delhi_Abu Dhabi Campus - Energy Engineering (4 Years, Bachelor of Technology)",397
Indian Institute  of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,3147,4999,2025,"Indian Institute  of Technology Delhi_Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",32
Indian Institute  of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1904,2548,2025,"Indian Institute  of Technology Delhi_Chemical Engineering (4 Years, Bachelor of Technology)",33
Indian Institute  of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,2581,3454,2025,"Indian Institute  of Technology Delhi_Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",34
Indian Institute  of Technology Delhi,"Chemistry (4 Years, Bachelor of Science)",OPEN,neutral,6267,8528,2025,"Indian Institute  of Technology Delhi_Chemistry (4 Years, Bachelor of Science)",398
Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,3244,4302,2025,"Indian Institute  of Technology Delhi_Civil Engineering (4 Years, Bachelor of Technology)",35
Indian Institute  of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,24,126,2025,"Indian Institute  of Technology Delhi_Computer Science and Engineering (4 Years, Bachelor of Technology)",36
Indian Institute  of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,neutral,134,186,2025,"Indian Institute  of Technology Delhi_Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",37
Indian Institute  of Technology Delhi,"Design (4 Years, Bachelor of Technology)",OPEN,neutral,7813,12217,2025,"Indian Institute  of Technology Delhi_Design (4 Years, Bachelor of Technology)",399
Indian Institute  of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,365,605,2025,"Indian Institute  of Technology Delhi_Electrical Engineering (4 Years, Bachelor of Technology)",38
Indian Institute  of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",OPEN,neutral,612,823,2025,"Indian Institute  of Technology Delhi_Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",39
Indian Institute  of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",OPEN,neutral,1868,2668,2025,"Indian Institute  of Technology Delhi_Energy Engineering (4 Years, Bachelor of Technology)",300
Indian Institute  of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",OPEN,neutral,858,1103,2025,"Indian Institute  of Technology Delhi_Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",290
